5353.8595,5368.8943,5261.0467,5261.0467,133036686,1.43E+11
5226.8116,5269.735,5201.4734,5203.7103,105926849,1.03E+11
5227.846,5273.2565,5102.0608,5268.1255,140824910,1.34E+11
5265.7248,5314.4114,5249.3133,5278.9787,117132427,1.11E+11
5273.5474,5354.7629,5258.5692,5350.5426,131383367,1.27E+11
5357.7904,5407.49,5354.9401,5402.6478,144618302,1.45E+11
5387.6233,5388.2073,5296.2644,5304.731,123597006,1.28E+11
5343.8806,5358.6005,5287.6633,5358.6005,130744426,1.40E+11
5381.7857,5381.7857,5311.1974,5329.8688,120642182,1.31E+11
5318.4547,5377.147,5309.5809,5354.9828,136969833,1.57E+11
5316.9707,5328.1204,5238.4335,5245.9247,120742193,1.22E+11
5268.7497,5320.5792,5264.0114,5291.9664,122477400,1.28E+11
5288.593,5288.593,5189.8242,5197.1716,110188244,1.19E+11
5169.1757,5198.3708,5140.8505,5176.4431,98180993,1.01E+11
5208.5102,5321.7865,5197.9841,5321.7865,123816388,1.26E+11
5322.4614,5336.1174,5289.3845,5301.2663,125098462,1.28E+11
5271.7961,5291.4149,5232.6161,5243.1623,137786254,1.36E+11
5267.073,5273.0857,5197.5826,5202.5465,145109452,1.47E+11
5107.0393,5161.5728,5085.0948,5143.5185,109478978,1.13E+11
5147.2019,5147.2019,4998.1063,4998.6259,113351078,1.18E+11
5019.2187,5108.175,5007.7115,5029.5837,112154111,1.11E+11
5041.4534,5090.5675,5030.573,5073.5232,111605612,1.07E+11
5027.4856,5074.6251,4974.3165,5073.7047,123981316,1.25E+11
5137.3371,5227.7921,5134.4903,5222.8511,117045073,1.18E+11
5166.1091,5227.4679,5157.1478,5180.4657,125652450,1.27E+11
5217.4237,5229.2205,5160.3887,5200.7752,146881070,1.42E+11
5096.0408,5118.0355,4963.2918,5089.1516,140787705,1.37E+11
4998.9095,5129.1405,4981.6682,5079.3549,138684745,1.34E+11
5219.2809,5225.0268,5129.0733,5217.488,127513289,1.32E+11
5157.8235,5185.0889,5020.4387,5119.9437,154593702,1.49E+11
5119.4716,5333.1204,5119.4716,5257.9438,164286604,1.61E+11
5212.0619,5300.5591,5052.6546,5245.5231,159137878,1.53E+11
5200.1142,5496.889,5183.3436,5496.889,186849952,1.85E+11
5457.2006,5507.3899,5224.7267,5225.5063,195266659,1.88E+11
5493.8838,5549.3501,5446.7941,5507.3213,158753157,1.54E+11
5589.5311,5708.9152,5589.5311,5692.7173,187750912,1.90E+11
5675.1113,5675.8756,5423.4289,5459.1732,208402877,2.10E+11
5525.8167,5699.9198,5525.8167,5668.6366,218538089,2.12E+11
5763.8602,5802.6293,5723.7326,5737.0958,185297147,1.77E+11
5801.1199,5811.2074,5732.168,5795.25,217232221,2.17E+11
5716.5112,5719.1783,5603.9288,5670.4997,185133098,1.95E+11
5710.0235,5832.3531,5658.1205,5756.7914,226325494,2.44E+11
5656.4193,5683.2425,5505.2683,5516.4386,199511612,2.14E+11
5451.2897,5641.7724,5438.8521,5558.4158,224306709,2.33E+11
5753.7277,5829.0372,5689.539,5770.2183,204694875,2.22E+11
5743.3929,5885.2702,5724.499,5824.0484,266375080,2.81E+11
5897.7219,5912.2741,5643.8843,5745.617,267366678,3.02E+11
5865.4665,5884.1397,5754.6794,5784.5751,218098962,2.50E+11
5784.0321,5822.3973,5700.9519,5704.836,207236239,2.30E+11
5706.7127,5712.1825,5580.0672,5619.5203,192076026,2.06E+11
5603.2626,5678.8191,5601.3916,5654.1778,185642085,2.11E+11
5660.8142,5660.8142,5577.8981,5607.8401,185098701,2.06E+11
5594.4366,5594.4366,5454.4626,5454.4626,174636657,1.84E+11
5420.8025,5474.4682,5375.9258,5407.4738,145346496,1.63E+11
5412.8418,5482.7951,5397.2324,5456.6591,158202642,1.76E+11
5459.9461,5461.6736,5340.487,5345.522,151041473,1.65E+11
5361.2768,5396.9558,5323.7602,5390.5255,152508177,1.57E+11
5388.4349,5389.0387,5301.4121,5322.0089,176703282,1.87E+11
5327.0369,5329.3558,5226.6999,5287.269,191147642,2.03E+11
5282.8922,5299.178,5100.4818,5128.1863,185957456,1.97E+11
5123.9619,5178.4378,5026.4083,5035.4089,171095339,1.77E+11
4996.4743,5013.7695,4736.1227,4736.1227,189672279,1.75E+11
4910.9011,4960.7456,4896.8945,4896.8945,81777084,8.95E+10
5377.7411,5558.4257,5326.9315,5521.7921,145773071,1.62E+11
5575.5126,5597.9935,5440.1998,5502.587,123474770,1.38E+11
5523.9419,5581.98,5515.1928,5581.0102,124604808,1.35E+11
5587.5359,5587.5359,5500.5937,5523.0098,115403001,1.28E+11
5510.0453,5555.4119,5499.4674,5539.723,104949329,1.10E+11
5527.6676,5559.0175,5514.6912,5539.4211,111897276,1.22E+11
5530.0266,5545.1012,5492.6508,5532.9613,112425020,1.18E+11
5542.3316,5583.7202,5539.8997,5576.6291,129811383,1.35E+11
5559.6272,5559.6272,5447.7315,5478.3159,118076181,1.29E+11
5480.2279,5516.0948,5455.2516,5511.6739,113819821,1.18E+11
5497.5429,5497.5429,5457.3498,5465.8574,132431667,1.36E+11
5423.7966,5500.1601,5409.569,5481.9844,155406847,1.50E+11
5499.8395,5499.8395,5440.6916,5441.9032,144142722,1.42E+11
5434.8503,5481.55,5355.0237,5365.2171,159587414,1.58E+11
5380.6372,5395.2585,5351.8049,5376.0328,128452021,1.22E+11
5366.1375,5374.9082,5288.1675,5306.6677,145894405,1.37E+11
5267.6622,5269.8736,5228.1726,5239.9132,103889658,9.54E+10
5241.9383,5242.1238,5119.8558,5160.3102,116869456,1.07E+11
5179.1929,5252.7878,5175.852,5223.4701,126259628,1.16E+11
5219.1404,5219.1404,5171.4403,5181.3814,95625533,8.92E+10
5183.0986,5195.8663,5153.5138,5157.3667,95918676,9.73E+10
